,title,text,uuid
638,"At the mortgage loan closing, do I have to sign if I don't like the terms?",No.  You don’t have to sign anything unless you're satisfied with the terms.,JHXo4nJ8FEw8cYneUU4zTe
639,When do I get a Closing Disclosure?,"By law, you must receive your Closing Disclosure at least three business days before your closing.",cSezYUqyMsmevaU5SPWxX2
640,What is homeowner's insurance? Why is homeowner's insurance required?,"Homeowner’s insurance pays for losses and damage to your property if something unexpected happens, like a fire or burglary. When you have a mortgage, your lender wants to make sure your property is protected by insurance. That’s why lenders generally require proof that you have homeowner’s insurance.",FiuCZUxVqap9DFqbHKQWwt
641,What are prepaid interest charges?,Prepaid interest charges are charges due at closing for any daily interest that accrues on your loan between the date you close on your mortgage loan and the period covered by your first monthly mortgage payment.,2x8ndD325uo5jxTa8Qz4jc
642,What is a HUD-1 Settlement Statement?,"The HUD-1 Settlement Statement is a document that lists all charges and credits to the buyer and to the seller in a real estate settlement, or all the charges in a mortgage refinance.",W6K5LGxfL3cKhG3hfWyhqL
643,What is an initial escrow deposit?,"An initial escrow deposit is the amount that you will pay at closing to start your escrow account, if required by your lender.",kdfxxv4dwahsJde5kMTTBi
644,What is a “higher-priced mortgage loan?”,"In general, a higher-priced mortgage loan is one with an annual percentage rate, or APR, higher than a benchmark rate called the Average Prime Offer Rate.",Ti9wwTycMbRreKgJi7o9kp
645,"What is a mortgage ""closing?"" What happens at the closing?","The “closing” is the last step in buying and financing a home. The ""closing,” also called “settlement,” is when you and all the other parties in a mortgage loan transaction sign the necessary documents.",gJuhHnbSpCLRqVFowai9f2
646,What are government recording charges for a mortgage?,"Government recording charges are fees assessed by state and local government agencies for legally recording your deed, mortgage and documents related to your home loan.",9nmZJswCzsZykwViAjrKZz
647,"I’m a veteran shopping for a mortgage. I want to use my VA home loan benefit, but some lenders have said they don’t offer VA loans. Can they do that?","Yes, they can. Mortgage lenders can decide which loan programs to offer, and they don’t have to offer VA loans.",CGm29CQztXFtgtpz4U6QEM
648,Is my broker being paid for getting me a mortgage loan?,Brokers are usually paid a loan-specific fee for their services.,gMnqqDrn5skgbawJoJFxEv
649,How does my credit card company calculate the amount of interest I owe?,"Many credit card companies calculate the interest you owe daily, based on your average daily account balance.",UCmbgzTpVcuNNHTxD525yj
650,What is a Qualified Mortgage?,"A Qualified Mortgage is a category of loans that have certain, more stable features that help make it more likely that you’ll be able to afford your loan.",KmvWMn2T2m82UiFMQPpBqp
651,My school closed and now I can’t graduate. What happens to my private student loans?,"Generally, if you have private student loans, you will remain responsible for repaying this debt.",ghZQfnxGtRdsYngEdWm9Th
652,Why did my credit card issuer increase my late payment fee?,"The first time you are late, the credit card company can charge you a fee of up to $28.",DDBfEfV3pXPGbkLmz6TYBM
653,"Should I put off paying back my student loans through deferment or forbearance while I serve in the military, volunteer in the Peace Corps, or participate in a national service program?","You probably
should not put off repaying your student loans while you are in the military,
the Peace Corps, or a national service program. You may have other options.",3scH3h23JY7fT79PNh6iqH
654,My school closed while I was enrolled and now I can’t graduate. What happens to my federal student loans?,"If you have federal student loans and are currently enrolled or recently left a college or university that has shut its doors, you may be able to discharge (cancel) your loans if you apply for a loan discharge .",mpa9r6oCEXqAATiBNGfo6S
655,I went over my credit limit and I was charged an overlimit fee. What can I do?,A card issuer cannot charge an overlimit fee unless you have opted in to permit the card issuer to allow charges that put you over your credit limit.,XJYVFcngFP7ntMMxhuCx6a
656,How do I get a copy of the report banks use to decide whether to let me open a checking account?,"To get a copy of your checking account report, you have to request your report from the checking account reporting company that compiled your report.",TYwMLLpzS8XdRwcgFDBCg7
657,"During my mortgage loan application process, I was given three or four different valuations. What do all the different valuations mean?","In general, any valuation compares the home you are trying to buy or refinance with sales information on similar homes from the same area.",BrrnsCX2QMjWJk2ywroNoX
658,I’m a caseworker for a youth in foster care. How do I check a credit report for a youth in foster care?,"In order to become eligible for federal grants, a state child welfare agency is required to ensure that youth in foster care who are 16 and older receive a free copy of any credit reports annually and get assistance in interpreting and resolving any inaccuracies in the reports.",NH38RBwXDHURShtPs5K5m7
659,When can my credit card company increase my interest rate? What can I do to get the rate back down?,"Your credit card company can generally increase your interest rate for new transactions, as long it gives you notice 45-days in advance. New transactions are ones that occur more than 14 days after provision of the notice. However, a credit card company is not permitted to increase your interest rate on new transactions during the first year after an account is opened.",DWU9wX5euByB2JBqi6Goea
660,"On a mortgage, what’s the difference between my principal and interest payment and my total monthly payment?","The difference between your principal and interest payment and your total monthly payment is that your total monthly payment usually includes additional costs like homeowners insurance, taxes, and possibly mortgage insurance.",cPQyeDStqSkHK7dcL5e9GR
661,"Six months ago the interest rate on my account was increased. I have noticed that the interest rate has been reduced, but is still not going back to my original rate. Can they do that?",A card issuer that increases your interest rate is generally required to review your rate at least once every six months to determine whether the reasons for the rate increase still apply.,ChuNQicPhHNCrQd7xrxCFc
662,How does paying down a mortgage work?,"The amount you borrow with your mortgage is known as the principal. Each month, part of your monthly payment will go toward paying off that principal, or mortgage balance, and part will go toward interest on the loan. Interest is what the lender charges you for lending you money.",JAhsnwynMp9CuqvbiGRh2q
663,Are condo/co-op fees or homeowners’ association dues included in my monthly mortgage payment?,Usually not. Condo/co-op fees or homeowners’ association dues are usually paid directly to the homeowners’ association (HOA) and are not included in the payment you make to your mortgage servicer.,RUEwf4vobjxiud3DifRNzQ
664,I am having a problem with my college/university. Where can I file a complaint?,"If you are having a problem with your school, you should tell
someone about it by submitting a complaint. Where you submit a complaint
depends on the type of benefits or loans you may be receiving.",A775fgfQxBqc9Sh42BSkya
665,I paid my bill on time last month and still was charged a late fee. How can that be?,You should check with your card issuer to find out why you were charged a late fee and ask if you can be excused from paying this fee.,jNfvGCppZvAQxkmQB4nS5U
666,My school is planning to close and I am being offered a “teach-out” to complete my program. What happens to my student loans?,"If you accept a “teach-out” to complete your program
at your school or another school, you will be responsible for repaying all of
your student loans.",BqboHRyx8UeUNUZ7fScFcB
667,The card issuer increased my interest rate on my existing balance. Can they do that? What can I do to get the rate back down?,"A card issuer can increase the interest rate on existing balances only if you are at least 60 days late in paying your required minimum amount unless an exception applies (for example, the exception for variable rate accounts).",AY2ABsM2QMLhvjoNeYtXYp
668,I saw that the CFPB is suing a company that I believe has harmed me. Can I be part of the lawsuit?,No. Individual consumers cannot be part of CFPB lawsuits and the CFPB can’t provide legal representation for individual consumers.,UpBWrMaqK3wco4Cx22P88z
669,I've lost my credit card. What should I do?,It is critical that you report the loss or theft of your credit card to the card issuer as quickly as possible.,7gxsVF3THf6tSkeBSVEH9M
670,What is an unauthorized use of a credit card?,"Generally, unauthorized use is the use of a credit
card by a person who does not have the right to use the card.",UVNAkf6gyQ9rg443eLgTTz
671,Am I allowed to negotiate the terms and costs of my mortgage at closing?,"Yes. You can always negotiate the terms of the mortgage loan up until you sign on the dotted line. However, your lender or the seller can refuse to agree to any changes.",eBamb2DR85qjeZssnbxn2X
672,My new credit card won't work. What should I do?,"Call your credit card company to activate your card, or follow the instructions that you get with the card.",CVcjcDMjxsqCizWrsT3R5u
673,"When I went to use my credit card the store told me the charge was not ""authorized"". What does that mean? What can I do?","If a charge is not authorized, it usually means that there is a problem with the account or that you are at, near, or over your credit limit.",KGAZgRcRmsecStHXxKnwTX
674,A box on my credit card bill says that I will pay off the balance in three years if I pay a certain amount. What does that mean? Do I have to pay that much? If I pay that much and make new purchases will I still owe nothing after three years?,"Card issuers are required to let you know how long it will take you to pay off your current balance if you make no further charges and pay only the minimum amount due each month. They are also required to tell you on each statement, based on the balance as of the date of the statement, how much you need to pay each month to pay off your current balance in 36 months.",SRB2ZEbDAD9MAbm42PzzdQ
675,My bill shows the amount of fees I have paid for the entire year. What's that about?,Card issuers are required to let you know the total amount of fees that you have paid during the course of the year.,hB9rJ6uGA3hBZxMrDAo6ib
676,My bill shows different APRs and shows how much of the balance is subject to each interest rate. I cannot figure out how this is calculated. How does that work?,"Often card issuers charge one interest rate for purchases and different interest rates if you use your credit card to get cash, to write a check using your credit card account, or for other transactions. Your statement must show each category with a different APR and the amount of the balance that falls in each category.",RvvQuUPUWW8KJrK8rBWLsB
677,I have a deferred interest plan. Can I pay my deferred interest balance before my other balance?,"If you pay more than the minimum amount due, you may request that the card issuer apply any amount paid above the minimum to the deferred interest balance before other balances.",PjbmvdvfNTqoSo6wN9sM3V
678,"There is a ""credit balance"" shown on my statement. What is a credit balance?","A credit balance on your billing statement is an
amount that the card issuer owes you.",TEhSnaAL9ABgqLXVPoBEEz
679,I’m about to close on a mortgage. What are the key steps I can expect in the mortgage closing process?,"During this time, you sign legally binding documents in which you agree to pay back a loan and grant the lender the right to take back the house if you do not make the payments you agreed to.",maAzNv8JGGrD8kCZpSRKBr
680,What is a credit card interest rate? What does APR mean?,A credit card’s interest rate is the price you pay for borrowing money.,d5tA6mBGUre4kX2eBsEBPr
681,What is the difference between a fixed APR and a variable APR?,"The difference between a fixed APR and a variable APR, is that a fixed APR does not fluctuate with changes to an index. A variable-rate APR, or variable APR, changes with the index interest rate.",kSupC34vpEip3N2SdutbA2
682,"What is a ""daily periodic rate"" on a credit card?",Some card issuers calculate interest on the account using a daily periodic interest rate.  A daily periodic interest rate generally is used to calculate interest by multiplying the rate by the amount owed at the end of each day.,CsCBDAdRd3KqegBrAE5JQW
683,What is a grace period for a credit card?,A grace period is the period between the end of a billing cycle and the date your payment is due.,ZTeEsRAHaAZrWqqAbkvxt2
684,What is PACE financing?,PACE financing provides a way to fund energy efficiency home improvements.,A7MJ3FQ3hjbgtG5gDWug7r
685,What are some classic warning signs of possible fraud and scams?,There are several signs that indicate you might be dealing with a scammer.,Uiiy2T6n9ZJZx2ckuh7UC8
686,How can I tell if I am working with a mortgage broker or a mortgage lender?,"Some financial institutions operate as both lenders and brokers, so you should ask whether a broker is involved in your loan transaction.",VkNkpr4HfxgpojP7PrdMn9
687,Can the credit card company sell my account?,"Yes, most cardholder agreements allow the credit card company to sell your account to another card company. This can happen even when your card is active and in good standing. The new card company mails a new card to you, often with a new account number. You might not receive the new card for a number of months.",4PT9tRDvnZK8wDHNGtV3w2
688,What is a balloon payment? When is one allowed?,"A balloon payment is a larger-than-usual one-time payment at the end of the loan term. If you have a mortgage with a balloon payment, your payments may be lower in the years before the balloon payment comes due, but you could owe a big amount at the end of the loan.",7iw7JKwQm8CBTNveKCE2v2
689,My lender offered me a home equity line of credit (HELOC). What is a HELOC?,A home equity line of credit (HELOC) is an “open-end” line of credit that allows you to borrow repeatedly against your home equity.,hj5rUBwbbrdNJoPLCKxG3H
690,What is a construction loan?,A construction loan is usually a short-term loan that provides funds to cover the cost of building or rehabilitating a home.,PRTjQpvwFBf2tZb9gbUic6
691,What is a subprime mortgage?,A subprime mortgage carries an interest rate higher than the rates of prime mortgages.,ZnFD3BRmhMto6b6E5SkpFT
692,"What is ""seller financing""?",Seller financing is a loan that the seller of your home makes to you.,gyaSrhrC3uREWgfzy2GSMs
693,What is an FHA loan?,The Federal Housing Administration (FHA) administers a program of loan insurance to expand homeownership opportunities. FHA provides mortgage insurance to FHA-approved lenders to protect these lenders against losses if the homeowner defaults on the loan.,guVuPEKrYPvSyTvLksRQr4
694,What is a prescreened credit card offer?,Prescreened credit offers are firm offers of credit.,W9NT8WxpMNSgP84CGxVW4L
695,What is a USDA Rural Housing Service loan?,"The Rural Housing Service (RHS) offers mortgage programs that can help low- to moderate-income rural residents purchase, construct, and repair homes.",SZLxAytYTnBXePFCWyrpDG
696,What is a conventional loan?,"A conventional loan is any mortgage loan that is not insured or guaranteed by the government (such as under Federal Housing Administration, Department of Veterans Affairs, or Department of Agriculture loan programs).",2MG4UQQYFJq7JazPTFBBkJ
697,How can I figure out if I can afford to buy a home and take out a mortgage?,"Focus on a mortgage that is affordable for you given your other priorities, not how much you qualify for.",M5RdpbfX3M52pS9dG3BVn4
698,Where can I get money for a down payment on a home mortgage?,"It depends on your situation. If you don't have cash for a down payment, there are several options available.",ZQvUVHpTN5UnjjFSw6ve6A
699,A friend asked me to be a co-signer on a mortgage loan. What does that mean?,"If you cosign a loan, you are responsible for the payments if the primary borrower does not pay.",nfBu7dToDL7ERnLLY3ssyZ
700,What’s the difference between a prequalification letter and a preapproval letter?,"Prequalification and preapproval both refer to a letter from a lender that specifies how much the lender is willing to lend to you, up to a certain amount and based on certain assumptions. These letters provide useful information, but are not guaranteed loan offers.",EeE77AtXR4xSSSQfjVMBUF
701,"What is an ""interest-only"" loan?",An interest-only mortgage is a loan with scheduled payments that require you to pay only the interest for a specified amount of time.,36cZDSjxCUpwVHrNo5oMk3
702,What are my rights as a servicemember under the Equal Credit Opportunity Act? Can a creditor refuse to extend credit to me just because I’m a servicemember?,It depends. Service in the military—whether current or prior service—is not a protected class under the Equal Credit Opportunity Act (ECOA).,focdXCjPTXCXp5FF3CY82K
703,Is there a law that limits credit card interest rates?,"Generally, there is no federal law that limits the interest rate that a credit card company can charge. The law of the state where the card company has its headquarters generally determines the maximum interest rate the card issuer can charge.",ATgDj2pH8uRp6MntHCr4aH
704,What should I do if my EBT card or PIN is lost or stolen or I see unauthorized charges?,Contact customer service right away if your EBT card or PIN is lost or stolen or if you see unauthorized charges. The federal law that protects against unauthorized charges and errors on most government benefit cards does not protect these needs-tested cards. You should call right away to protect your remaining benefits.,S6qP9pdBirF4diYHvf9Sjx
705,Can my bank or credit union charge me a fee for processing a garnishment if I receive Social Security or VA benefits?,"Yes. Your bank can charge a garnishment fee, but only if you have more than 2 months' worth of benefits in your account.",5FBoXwtB9AK3fRLyMna92r
706,What is a Closing Disclosure?,"A Closing Disclosure is a five-page form that provides final details about the mortgage loan you have selected. It includes the loan terms, your projected monthly payments, and how much you will pay in fees and other costs to get your mortgage (closing costs).",AZk8DBVoJLD3Qa7gNiBSEU
707,"My loan officer says that I can't apply for a mortgage loan and receive a Loan Estimate until I can provide a copy of a signed purchase contract, is that correct?",You do not need to have a signed purchase contract in order to apply for a mortgage loan and receive a Loan Estimate.,EMVzdAmqPJrH3iJMaFVss3
708,Can my card issuer change my credit card from a MasterCard to a Visa - or from a gas card/department store card to a MasterCard?,"Yes. While the law does not permit the mailing of unsolicited cards, the card issuer can substitute one credit card for another.",DHgnUpWsEFs54UAKahWFYW
709,What fees or charges are paid when closing on a mortgage and who pays them?,"When you are buying a home you generally pay all of the costs associated with that transaction. However, depending on the contract or state law, the seller may end up paying for some of these costs.",AGKspTwYdMZrpoPAPaPCPF
710,What information do I have to provide a lender in order to receive a Loan Estimate?,"Since October 3, 2015, loan officers are required to provide you with a Loan Estimate once you have provided certain information.",HU4KTnfRb2gGqekLYkmuTJ
711,My loan officer said that I need to express my —Intent to Proceed— in order for my mortgage loan application to move forward. What does that mean?,"When you are shopping for a loan, you may contact more than one potential lender to compare available options. If you intend to proceed with a particular mortgage application, you must notify your lender of your intent to proceed by telling the lender you want to move forward with the application for that loan.",NZTPtpt5zgv9N4eKTJ3BsB
712,This month my payment is due on a Sunday. When is it really due?,"If your payment is due on a day on which the card issuer does not accept payments by mail, the card issuer must treat your payment as on time if it is received by mail by 5 p.m. (in the time zone where payments should be received by mail) on the next business day.",ea2MtJWQEYu2WCLuzPzGrr
713,When is my credit card payment considered to be late?,"Under the law, a credit card company generally cannot treat a payment as late if it was received by 5 p.m. on the day that it was due. If the due date was not a day on which the card company receives or accepts mail (for example, Sunday or a holiday), the card company cannot treat a mailed payment as late if it was received by 5 p.m. on the next business day.",3pycybr4mpgA3racmJLALD
714,I received my bill this month and the payment is due the same day as usual but the bill came much later than usual. Can I get more time to pay?,"Under the law, a credit card issuer must establish procedures which are designed to ensure that statements are mailed to cardholders at least 21 days before a payment is due.",2D5XoeFFiXNoafhQ6TG8jH
715,Why wasn't my online payment credited to my account on the same day I made it?,"A card issuer may set reasonable cut-off time for payments, and payments received after the established cut-off time will generally be credited as of the next business day.",4sJqJ7vxNahJGGY4L2qENf
716,I want to close my credit card account. What should I do?,"In general, you should be able to close your account by calling the credit card company and following up with a written notice. If you still have a balance when you close your account, you are required to pay off any balance on schedule. The card company is allowed to charge interest on the amount you still owe.",RBzY5YzgAqHC2neFZTsoxs
717,I let the card issuer know I was closing my account. They are still charging me interest. Can they do that?,"When you close your account, you are still obligated to pay at least the minimum amount until the full balance is paid off.",crjcKmpA4ZUrSFdNiE74ao
718,My spouse and I had a joint account. We are no longer living together and the monthly bills have been sent to my spouses address. He/she has not paid them and now the card issuer is charging late fees. Am I responsible?,"Typically, if payments are not made on time, late fees can be charged and each account holder can be held responsible.",YBbffsHdtDRAeXDQigdfXr
719,Am I responsible for charges on a joint credit card account if I didn’t make them?,"Yes. When you have a joint account, each account holder is responsible for the full amount of the balance. The credit card company can seek to collect the amount due from either account holder.",GsNukoAMqbhqKApbJ2ZJi8
720,"Can I change my mind after I sign the loan closing documents for my second mortgage or refinance? What is the ""right of rescission?""","Yes. For certain types of mortgages, after you sign your mortgage closing documents, you may be able to change your mind.",eLQk6aWULwYmzGipNQV6Y8
721,I'm a servicemember or veteran and I have a Certificate of Eligibility (COE) from the VA. Why do I have to apply and qualify at a bank if the VA has already certified me?,"The VA loan guaranty provides a private lender with the assurance that if something goes wrong and you are unable to make the payments, the lender may go to the VA to cover its losses.",je7VuL599oyaG7Kj827Lfy
722,What is the ability-to-repay rule? Why is it important to me?,The ability-to-repay rule is the reasonable and good faith determination most mortgage lenders are required to make that you are able to pay back the loan.,i7uKRjtAd56BuyjUyrU2Pa
723,What is a text alert service for my prepaid card?,"Some prepaid cards offer a
text alert service to update you about account activity or changes to your
account via text message.",foJmfKS2rDqam5uqacnAeD
724,My lender or broker said that my spouse had to co-sign my mortgage loan. Is this right?,"In general, a creditor such as a lender or broker cannot require your spouse’s (or another person’s) signature for individual credit if you qualify on your own for the amount and terms requested.",EeL88y27GtrcTG3KR36fvj
725,"If I need to have a co-signer, can a lender or broker require that it be my spouse?","No. If you do not individually qualify, the creditor such as a lender or broker may request a co-signer, guarantor, endorser, or similar party.",KGVTjBTmQySDaN7JQgzVM6
726,Where can I use my prepaid card?,Most prepaid cards can be used to shop at a variety of retail locations and online.,bVLTnbaCz9ekn3sb8qKyri
727,Do I need a good credit record to get a prepaid card?,"No. You can get a prepaid card even if you have “bad credit.” When you buy or use a prepaid card, you’re not borrowing money, so prepaid card providers generally won’t check your credit history.",QQwdHRzgBK34wtM38hwQBq
728,What is a payroll card?,A payroll card is a prepaid card arranged by an employer for the purpose of paying its employees’ wages or salary.,iyFpUebwGopq32p5Go5sYo
729,What is a government benefit card?,"Some state and federal government agencies use prepaid cards to pay unemployment benefits, child support, and other government benefits. Federal law requires disclosures and protections for loss, theft, and errors for certain types of government benefit prepaid accounts, but not for other types.",4cKDukfpRuqrZH8K2o4gcj
730,Do I have to use a government benefit card to continue receiving a benefit?,"You may have a choice of how to receive your government benefits. Your options depend on the type of benefits you are receiving and the rules set by the government agency that has arranged for the card. Some benefits, such as needs-tested benefits in certain states, may only be available through the government benefit card.",HANBhJDjuXNWJgoBd8hBhv
731,What is a flexible spending account (FSA) card or health savings account card (HSA)?,"Flexible spending accounts (FSAs) and health savings accounts (HSAs) let you set aside pre-tax money, sometimes directly from your paycheck, to pay for eligible medical expenses. Guard this card carefully as you may not have the same rights to get your money back if it is stolen as you do with your bank or credit union debit card.",Toe9GgkQYXANRmStG23iE7
732,Can I use a prepaid card to build or repair my credit history?,"Generally, you can’t use a prepaid card to build or repair your credit history.",TpWAQEahHnM4vVFAxCxVYa
733,Can I be declined for a prepaid card?,"In most cases, you won’t be declined for a prepaid card.",fq7Q4u7MtDYnkyLeh5q6Ea
734,Why am I being asked for personal information to activate or register a prepaid card?,"The prepaid card issuer is required by law to verify your identity for most types of prepaid accounts. You may be asked to provide your full name, street address (no P.O. boxes), date of birth, and Social Security number, taxpayer identification number, or another identification number.",gKqCGAkcTQCnzyB9KpjMiw
735,How do I reload my prepaid card using direct deposit?,"If you want to use direct deposit to reload your card, make
sure this is an available feature on the card you have or plan to buy. Many
cards do not charge for adding money through direct deposit, so it might be a
cheaper way to add money to your card than other options.",4xjNLWTLTBVbPMPo48dRSH
736,How can I enroll in Income-Driven Repayment?,"If you have a federal
student loan, you may be able to enroll in an income-driven repayment
(IDR) plan online .
Borrowers with older federal loans may have to contact their servicer directly in
order to enroll.",iyd2qz4FMxojeciEkSLFX7
737,I am not married but want to submit a joint application for a mortgage or home equity loan with another person. Can we be treated differently from married joint applicants?,"Generally, a creditor such as a lender or broker must evaluate married and unmarried applicants by the same standards.",mavrw3pisGLBrppUxxAemY
738,Does a lender or broker have to consider my part-time or retirement income?,A creditor such as a lender or broker cannot discount or refuse to consider your (or your spouse’s) income because it comes from part-time employment.,kVL5HVcZUAr8kFvAfqHoAV
739,Are there situations where I would not have a right of rescission?,The right of rescission does not apply in every case where your home is used as collateral for the loan.,Bf3PRybnhSwNVfFpqg34qy
740,Can a lender or broker consider my age when deciding whether to give me a mortgage or home equity loan?,"Generally, a creditor such as a lender or broker cannot use your age to make credit decisions.",B6GRmd9UHnmyqotp2GTVVp
741,Will a lender getting a copy of my credit report affect my score?,A single credit inquiry from a lender will have little impact on your credit score.,JZVq2t6UdXrx6o9dDZag3M
742,When will my lender run or obtain a copy of my credit report?,Your lender will run your credit report when you apply for a mortgage. (It cannot pull your credit report if you just call to ask about rates.) It will also pull your score again just before you close on a loan.,4Tkp7nFFunirjGVLVjUcYX
743,"If I have problems with my credit history, can I still get a mortgage?",You still may qualify for a mortgage despite the problems in your credit history.,DFr4qpunyZduB2WJr6oxxM
744,"If I lose my home to foreclosure, can I ever buy a home again? What impact will a foreclosure have on my credit report?","It is possible to qualify for a mortgage after a foreclosure. However, foreclosure will hurt your credit.",6Rk3BFdQJZ9udXpPJ469yQ
745,I am receiving many offers for new credit cards since I moved into my new home or took out my mortgage. Can I make the offers stop?,You can opt out for five years by calling 1-888-5-OPTOUT (1-888-567-8688) or by visiting www.optoutprescreen.com .,9KXCjzhBvyEPLankEzivar
746,I was told that I was too young to get a mortgage loan. Is this possible?,A creditor such as a lender or broker cannot discriminate against a credit applicant because of age unless the applicant is too young to legally enter into a contract.,K6YnJgBoX4tgPzKXWjehKn
747,Can a lender or broker consider whether I receive income from a public assistance program when deciding whether to give me a mortgage or home equity loan?,A creditor such as a lender or broker cannot discriminate against you because you receive public assistance income.,bXJ9HTiyHeJzDftv7ZvLY8
748,"If I want to rely on the alimony or child support that I receive in my mortgage or home equity loan application, does a lender or broker have to consider that income?","Yes, if the payments are likely to be consistently made.",dim9whcqYaUEGB2Xtq72MK
749,"Can a lender or broker ask me about my race, color, religion, national origin, or sex?","A creditor such as a lender or broker cannot discriminate on the basis of race, color, religion, national origin, or sex.",5vfDrEm4bZXGfb726GsMcJ
750,Can a lender or broker consider the fact that I am not a citizen of the United States?,A creditor such as a lender or broker cannot discriminate on the basis of national origin.,TVeqii9syvzRudNYpniYgw
751,Can a lender or broker consider my sex or marital status when deciding whether to give me a mortgage or home equity loan?,A creditor such as a lender or broker cannot discriminate on the basis of sex or marital status.,ZukPcfGZfi8FvSt8KXEtQu
752,"If I am married, can a lender or broker turn down my application for a mortgage or home equity loan in my own name?","If you are applying for individual credit in your own name, a creditor such as a lender or broker may not deny you credit because of your marital status.",csnpZ3XBYZaUmgjKY6Yd8Q
753,"I am married or was previously married, and I am applying for a mortgage loan or home equity line of credit in my own name. Can a lender or broker ask me about my spouse or former spouse?",A creditor may request information about your spouse or former spouse only in certain cases.,7K7JFtTrskJJsyCrDoVqfL
754,"Can a lender or broker ask me about the alimony, child support, or separate maintenance payments that I receive?","In general, only if you want the creditor to consider such payments as part of your application for credit.",6tsPuArTnySHGvq35eRruh
755,Do I need an online account for my prepaid card?,"No, you do not need an online account for your prepaid card. Many
prepaid card providers encourage you to set up an online account to manage your
prepaid card and access information you may need.",JQSk8k9vwqzh3iPV3FiTjh
756,I am a veteran with either a VA-guaranteed mortgage or a non-VA-guaranteed mortgage and am having trouble making my payments. Who can I call for help?,"If you are a veteran, it is important to know that there are special resources available to you, regardless of when you served and even if you don’t have a VA-guaranteed mortgage.",9uHiBUVRoC7oq2yY8c4cQ5
757,Why was my online purchase using a prepaid card declined?,There are a number of possible reasons why a purchase could be declined:,YPWJ9KtnNVMynzwBpGFymy
758,What happens if I default on a federal student loan?,"If your loan holder is unable to obtain payment from you for 270 days, they will take steps to place the loan in default and attempt to collect on the loan.",7AuqE64QtqXn5VxEMhxm65
759,How do I apply for GI Bill education benefits?,"You can apply for your GI Bill benefits online with VA at
their new vets.gov website.",eA7o6XbkpcH7x44W925cxw
760,What is the difference between a credit report and a credit score?,Your credit reports and your credit scores are two different things. A credit report is a statement that has information about your credit activity and current credit situation such as loan paying history and the status of your credit accounts. Your credit scores are calculated based on the information in your credit report.,PCFsNydNb6r9jF5fWRR5oW
761,What is a Finance and Insurance (F&I) department?,"If you purchase a vehicle at a dealership, the salesperson may refer you to someone in the F&I or business office. This is the part of the dealership that markets loans and optional add-ons to customers after they have agreed to buy a vehicle at the dealership.",HGCmrerSXw4P7cXp5crwqL
762,What is negative equity in an auto loan?,"If you owe more on your current auto loan than the vehicle is worth—referred to as being “upside down”—then you have negative equity. In other words, if you tried to sell your vehicle, you wouldn’t be able to get what you already owe on it.",CFRaoVEAW7KCrCfVpWenbL
763,How can I tell a credit repair scam from a reputable credit counselor?,"There are counselors who can help you with your credit report, and others who take your money but don’t help you. Warning signs for credit repair scams include companies that ask you to pay before providing services. The company may claim that it can guarantee a specific increase in your credit score or get rid of negative credit information in your credit report, even though the information is accurate and current.",YRVizsgBzFzB64dG6ouorL
764,"If I have a bad credit score, will it affect my fiancé's score if we get married?","Credit scores are calculated on a specific individual’s credit history. By getting married, you will not affect your fiancé’s score.",oJGMYmm7LWmTAGYyHuwb7u
765,What is identity theft?,Identity theft occurs when someone steals your identity to commit fraud.,3XabL2KiZ96iPG9BAeXWGM
766,Will requesting my credit report hurt my credit score?,"No, requesting your credit report will not hurt your credit score.",VHAm9oKkqUaek3azdsJaP5
767,I heard that companies that send money abroad are now required to tell me the exchange rate and the fees when I send money abroad. The company that I used did not tell me this information. What can I do?,"Federal law requires disclosures of certain information like fees and taxes for most transfers of money abroad. If you believe that a company did not tell you information that it should have about a money transfer, contact that company right away. You can also submit a complaint to the CFPB and your state regulator.",ikPfzcSZHQX2xtQEMw4nwu
768,"I am having problems with domestic or international wire transfers, remittances, or international money transfers. What can I do?","Your rights under federal or state law may vary, including depending on the way you sent the money (for example, wire transfer, electronic payment, etc.).",UhbLTWUtCJraFEMSJ9sZwf
769,What is a wire transfer?,The term “wire transfer” is often used to refer to any electronic transfer of money from one person to another.,WA2FAaVL9P9wPmBvbdYh8g
770,What is an ACH?,An ACH is an electronic fund transfer made between banks and credit unions across what is called the Automated Clearing House network.,KRDzK2azfEbvHPGaS6zGAz
771,What is Public Service Loan Forgiveness?,"The Public Service Loan Forgiveness (PSLF) Program
forgives the remaining balance on your federal Direct Loans after you make
120 qualifying monthly payments under a qualifying repayment plan while working
full-time for a qualifying public service employer.",MBvgcx3FLvzx4bmjYVDHDb
772,What is an Extended Repayment Plan for federal student loans?,"An Extended Repayment Plan enables you to extend the
time you have to pay back your student loan from 10 years up to 25 years.",3M6iYZNmGj3yJkDcrqCz9k
773,I made an online purchase using my prepaid card but later I cancelled the purchase. The charge is still showing up on my card. Why?,"If you cancel a purchase, it could
take some time to process and for the money to be returned to your card.",7FzzugmDcinmb8ondwpcu6
774,What happens if I have not used my prepaid card for a long period of time?,You may be charged an inactivity fee if you do not use your card for a certain period of time.,aGzjwyeRKqjNkztQxCLJne
775,What is a Perkins loan?,"A Perkins loan is a type of federal student loan based
on financial need.",NksWX9VR8yYXJ9CTe7JYCt
