,query,type,gold_uid
3079,tell me the difference between a high-priced mortgage and a low-interest one?,paraphrase,Ti9wwTycMbRreKgJi7o9kp
3080,tell me the difference between higher-priced mortgages and non-priced loans?,paraphrase,Ti9wwTycMbRreKgJi7o9kp
3081,higher-priced mortgage loan,keyword,Ti9wwTycMbRreKgJi7o9kp
3082,higher-priced mortgage,keyword,Ti9wwTycMbRreKgJi7o9kp
3083,what happens in the closing of a mortgage?,paraphrase,gJuhHnbSpCLRqVFowai9f2
3084,what happens during a mortgage closing?,paraphrase,gJuhHnbSpCLRqVFowai9f2
3085,what happens in a mortgage closing?,paraphrase,gJuhHnbSpCLRqVFowai9f2
3086,closing,keyword,gJuhHnbSpCLRqVFowai9f2
3087,mortgage,keyword,gJuhHnbSpCLRqVFowai9f2
3088,what is a federal mortgage record? what records are available?,paraphrase,9nmZJswCzsZykwViAjrKZz
3089,can you list the government's charges against home loans?,paraphrase,9nmZJswCzsZykwViAjrKZz
3090,what are government records charges for a mortgage?,paraphrase,9nmZJswCzsZykwViAjrKZz
3091,government recording charges,keyword,9nmZJswCzsZykwViAjrKZz
3092,government recording,keyword,9nmZJswCzsZykwViAjrKZz
3093,can i use my va home loan benefit when they don't offer va loans?,paraphrase,CGm29CQztXFtgtpz4U6QEM
3094,can a veteran use his va home loan benefits but some lenders say they dont offer va loans?,paraphrase,CGm29CQztXFtgtpz4U6QEM
3095,i want to use my va home loan benefits but some lenders have said they don't offer va loans can i do this?,paraphrase,CGm29CQztXFtgtpz4U6QEM
3096,veteran shopping,keyword,CGm29CQztXFtgtpz4U6QEM
3097,mortgage,keyword,CGm29CQztXFtgtpz4U6QEM
3098,is my broker getting paid to help me get a mortgage?,paraphrase,gMnqqDrn5skgbawJoJFxEv
3099,is my broker paid to get me a mortgage?,paraphrase,gMnqqDrn5skgbawJoJFxEv
3100,does my broker get paid to get me a mortgage?,paraphrase,gMnqqDrn5skgbawJoJFxEv
3101,mortgage loan,keyword,gMnqqDrn5skgbawJoJFxEv
3102,broker being paid,keyword,gMnqqDrn5skgbawJoJFxEv
3103,how do credit card companies calculate the amount of interest on credit card accounts?,paraphrase,UCmbgzTpVcuNNHTxD525yj
3104,how does a credit card company calculate the amount of interest on credit card purchases?,paraphrase,UCmbgzTpVcuNNHTxD525yj
3105,how does a credit card company calculate interest charges?,paraphrase,UCmbgzTpVcuNNHTxD525yj
3106,credit card company,keyword,UCmbgzTpVcuNNHTxD525yj
3107,card company calculate,keyword,UCmbgzTpVcuNNHTxD525yj
3108,tell me the difference between a qualifying mortgage and mortgage?,paraphrase,KmvWMn2T2m82UiFMQPpBqp
3109,what are qualified mortgages? what are some examples?,paraphrase,KmvWMn2T2m82UiFMQPpBqp
3110,what does a qa mortgage involve?,paraphrase,KmvWMn2T2m82UiFMQPpBqp
3111,Qualified Mortgage,keyword,KmvWMn2T2m82UiFMQPpBqp
3112,Mortgage,keyword,KmvWMn2T2m82UiFMQPpBqp
3113,how will my student loans be repaid?,paraphrase,ghZQfnxGtRdsYngEdWm9Th
3114,what happens to my student loans?,paraphrase,ghZQfnxGtRdsYngEdWm9Th
3115,what happens to a private student's loan?,paraphrase,ghZQfnxGtRdsYngEdWm9Th
3116,n’t graduate,keyword,ghZQfnxGtRdsYngEdWm9Th
3117,school closed,keyword,ghZQfnxGtRdsYngEdWm9Th
3118,why do credit card companies charge late payments fees?,paraphrase,DDBfEfV3pXPGbkLmz6TYBM
3119,why does the credit card company charge late payment fees?,paraphrase,DDBfEfV3pXPGbkLmz6TYBM
3120,why did credit card issuer charge me late payment fees?,paraphrase,DDBfEfV3pXPGbkLmz6TYBM
3121,late payment fee,keyword,DDBfEfV3pXPGbkLmz6TYBM
3122,credit card issuer,keyword,DDBfEfV3pXPGbkLmz6TYBM
3123,is it best to postpone paying back my loans for a year or two during the military service and volunteer in the peace corps?,paraphrase,3scH3h23JY7fT79PNh6iqH
3124,should i defer paying my student loans while i serve in the military volunteer in the peace corps or participate in a national service program?,paraphrase,3scH3h23JY7fT79PNh6iqH
3125,should i put off paying my loan debt by forbearance or deferment while serving in the military volunteer in the peace corps or participate in a national service program?,paraphrase,3scH3h23JY7fT79PNh6iqH
3126,national service program,keyword,3scH3h23JY7fT79PNh6iqH
3127,Peace Corps,keyword,3scH3h23JY7fT79PNh6iqH
3128,what happens to federal student loan payments?,paraphrase,mpa9r6oCEXqAATiBNGfo6S
3129,what happens to student loans when they close after they have finished college?,paraphrase,mpa9r6oCEXqAATiBNGfo6S
3130,i have lost all of my federal student loan money what are the consequences?,paraphrase,mpa9r6oCEXqAATiBNGfo6S
3131,n’t graduate,keyword,mpa9r6oCEXqAATiBNGfo6S
3132,school closed,keyword,mpa9r6oCEXqAATiBNGfo6S
3133,is it possible that i was over my credit limit?,paraphrase,XJYVFcngFP7ntMMxhuCx6a
3134,how can i prevent my credit from going over my limit?,paraphrase,XJYVFcngFP7ntMMxhuCx6a
3135,is there any refund after my credit limit was exceeded?,paraphrase,XJYVFcngFP7ntMMxhuCx6a
3136,overlimit fee,keyword,XJYVFcngFP7ntMMxhuCx6a
3137,credit limit,keyword,XJYVFcngFP7ntMMxhuCx6a
3138,how do i obtain a copy of the account check report that is used by the banks to make decision?,paraphrase,TYwMLLpzS8XdRwcgFDBCg7
3139,what will i get when i ask a bank to give me a copy of their report?,paraphrase,TYwMLLpzS8XdRwcgFDBCg7
3140,how do i get a copy of the bank report before the bank allows my new account to open?,paraphrase,TYwMLLpzS8XdRwcgFDBCg7
3141,checking account,keyword,TYwMLLpzS8XdRwcgFDBCg7
3142,report banks,keyword,TYwMLLpzS8XdRwcgFDBCg7
3143,what is different valuations?,paraphrase,BrrnsCX2QMjWJk2ywroNoX
3144,what are different valuations?,paraphrase,BrrnsCX2QMjWJk2ywroNoX
3145,what does all that different valuations mean?,paraphrase,BrrnsCX2QMjWJk2ywroNoX
3146,loan application process,keyword,BrrnsCX2QMjWJk2ywroNoX
3147,mortgage loan application,keyword,BrrnsCX2QMjWJk2ywroNoX
3148,how can i check credit scores with credit bureaus about a child in foster care?,paraphrase,NH38RBwXDHURShtPs5K5m7
3149,how can i check my credit reports for youth in foster care?,paraphrase,NH38RBwXDHURShtPs5K5m7
3150,how can i check my credit report for a youth in foster care?,paraphrase,NH38RBwXDHURShtPs5K5m7
3151,foster care,keyword,NH38RBwXDHURShtPs5K5m7
3152,youth in foster,keyword,NH38RBwXDHURShtPs5K5m7
3153,tell me the best way to cut the interest rate?,paraphrase,DWU9wX5euByB2JBqi6Goea
3154,tell me the best way to reduce my credit card rates?,paraphrase,DWU9wX5euByB2JBqi6Goea
3155,can credit card companies increase their interest rates?,paraphrase,DWU9wX5euByB2JBqi6Goea
3156,credit card company,keyword,DWU9wX5euByB2JBqi6Goea
3157,card company increase,keyword,DWU9wX5euByB2JBqi6Goea
3158,tell me the difference between my interest and principal on a mortgage?,paraphrase,cPQyeDStqSkHK7dcL5e9GR
3159,how much difference would you make between payment of principal interest and payment of total monthly interest?,paraphrase,cPQyeDStqSkHK7dcL5e9GR
3160,what's the difference between a mortgage payment and an overall monthly payment?,paraphrase,cPQyeDStqSkHK7dcL5e9GR
3161,total monthly payment,keyword,cPQyeDStqSkHK7dcL5e9GR
3162,principal and interest,keyword,cPQyeDStqSkHK7dcL5e9GR
3163,i have noticed that the interest rate has been reduced but is still not going back to my original rate can they change it?,paraphrase,ChuNQicPhHNCrQd7xrxCFc
3164,account was increased,keyword,ChuNQicPhHNCrQd7xrxCFc
3165,months ago,keyword,ChuNQicPhHNCrQd7xrxCFc
3166,how is it possible to pay off a debt mortgage?,paraphrase,JAhsnwynMp9CuqvbiGRh2q
3167,how does a mortgage payment work?,paraphrase,JAhsnwynMp9CuqvbiGRh2q
3168,how does getting a mortgage pay off work?,paraphrase,JAhsnwynMp9CuqvbiGRh2q
3169,mortgage work,keyword,JAhsnwynMp9CuqvbiGRh2q
3170,work,keyword,JAhsnwynMp9CuqvbiGRh2q
3171,how do i pay a condo or co-op mortgage?,paraphrase,RUEwf4vobjxiud3DifRNzQ
3172,do homeowners association fees or condo fees actually cover the monthly payment of a home?,paraphrase,RUEwf4vobjxiud3DifRNzQ
3173,how much would be included in my monthly mortgage payment?,paraphrase,RUEwf4vobjxiud3DifRNzQ
3174,monthly mortgage payment,keyword,RUEwf4vobjxiud3DifRNzQ
3175,homeowners’ association dues,keyword,RUEwf4vobjxiud3DifRNzQ
3176,tell me the easiest way to complain about a college?,paraphrase,A775fgfQxBqc9Sh42BSkya
3177,what should i do if i have a problem with my college?,paraphrase,A775fgfQxBqc9Sh42BSkya
3178,how do i file a complaint with a collegeuniversity?,paraphrase,A775fgfQxBqc9Sh42BSkya
3179,university,keyword,A775fgfQxBqc9Sh42BSkya
3180,college,keyword,A775fgfQxBqc9Sh42BSkya
3181,how can someone pay my bill on time and still pay a late fee?,paraphrase,jNfvGCppZvAQxkmQB4nS5U
3182,can someone tell me why i paid my bill on time last month and still got a late fee?,paraphrase,jNfvGCppZvAQxkmQB4nS5U
3183,i paid my bill for the month of august and i still got a late fee how can that be?,paraphrase,jNfvGCppZvAQxkmQB4nS5U
3184,late fee,keyword,jNfvGCppZvAQxkmQB4nS5U
3185,paid my bill,keyword,jNfvGCppZvAQxkmQB4nS5U
3186,what happens to my student loans after graduation?,paraphrase,BqboHRyx8UeUNUZ7fScFcB
3187,what happens to the student loans after a school closes?,paraphrase,BqboHRyx8UeUNUZ7fScFcB
3188,how do i get my student loan back if a school closes its doors?,paraphrase,BqboHRyx8UeUNUZ7fScFcB
3189,complete my program,keyword,BqboHRyx8UeUNUZ7fScFcB
3190,school is planning,keyword,BqboHRyx8UeUNUZ7fScFcB
3191,can my card issuer make it lower?,paraphrase,AY2ABsM2QMLhvjoNeYtXYp
3192,do card issuers change their interest rates?,paraphrase,AY2ABsM2QMLhvjoNeYtXYp
3193,how can i get my existing interest rate down?,paraphrase,AY2ABsM2QMLhvjoNeYtXYp
3194,card issuer increased,keyword,AY2ABsM2QMLhvjoNeYtXYp
3195,existing balance,keyword,AY2ABsM2QMLhvjoNeYtXYp
3196,can i be part of the cfpb lawsuit?,paraphrase,UpBWrMaqK3wco4Cx22P88z
3197,can i be part of the lawsuit?,paraphrase,UpBWrMaqK3wco4Cx22P88z
3198,can i be part of cfpb lawsuits against companies that i am confident may have hurt me financially?,paraphrase,UpBWrMaqK3wco4Cx22P88z
3199,CFPB is suing,keyword,UpBWrMaqK3wco4Cx22P88z
3200,suing a company,keyword,UpBWrMaqK3wco4Cx22P88z
3201,how do you recover your lost credit card?,paraphrase,7gxsVF3THf6tSkeBSVEH9M
3202,tell me the best way to fix a lost credit card?,paraphrase,7gxsVF3THf6tSkeBSVEH9M
3203,how do i recover my credit card?,paraphrase,7gxsVF3THf6tSkeBSVEH9M
3204,credit card,keyword,7gxsVF3THf6tSkeBSVEH9M
3205,lost my credit,keyword,7gxsVF3THf6tSkeBSVEH9M
3206,tell me the unauthorized use of a credit card?,paraphrase,UVNAkf6gyQ9rg443eLgTTz
3207,what is unauthorized use of a credit card?,paraphrase,UVNAkf6gyQ9rg443eLgTTz
3208,what is an unauthorized use of credit card?,paraphrase,UVNAkf6gyQ9rg443eLgTTz
3209,credit card,keyword,UVNAkf6gyQ9rg443eLgTTz
3210,card,keyword,UVNAkf6gyQ9rg443eLgTTz
3211,how are the terms and costs of the mortgage to be discussed at a closing?,paraphrase,eBamb2DR85qjeZssnbxn2X
3212,how do i negotiate my mortgage terms at closing?,paraphrase,eBamb2DR85qjeZssnbxn2X
3213,can i negotiate terms for my mortgage at closing?,paraphrase,eBamb2DR85qjeZssnbxn2X
3214,mortgage at closing,keyword,eBamb2DR85qjeZssnbxn2X
3215,allowed to negotiate,keyword,eBamb2DR85qjeZssnbxn2X
3216,what should i do if my credit card won't work?,paraphrase,CVcjcDMjxsqCizWrsT3R5u
3217,i bought a new credit card and it wont work for me what do i do?,paraphrase,CVcjcDMjxsqCizWrsT3R5u
3218,if my credit card doesn't work what can i do?,paraphrase,CVcjcDMjxsqCizWrsT3R5u
3219,credit card,keyword,CVcjcDMjxsqCizWrsT3R5u
3220,work,keyword,CVcjcDMjxsqCizWrsT3R5u
3221,what does this mean?,paraphrase,KGAZgRcRmsecStHXxKnwTX
3222,what can i do to stop my credit card from charging?,paraphrase,KGAZgRcRmsecStHXxKnwTX
3223,what's the best way to avoid charges if you use a credit card when using a credit card?,paraphrase,KGAZgRcRmsecStHXxKnwTX
3224,credit card,keyword,KGAZgRcRmsecStHXxKnwTX
3225,card the store,keyword,KGAZgRcRmsecStHXxKnwTX
3226,what does it mean when a card bill says i'll pay my balance in three years if i pay a certain amount?,paraphrase,SRB2ZEbDAD9MAbm42PzzdQ
3227,my credit card bill says that if i pay a certain amount i will pay off the balance in three years why?,paraphrase,SRB2ZEbDAD9MAbm42PzzdQ
3228,credit card bill,keyword,SRB2ZEbDAD9MAbm42PzzdQ
3229,credit card,keyword,SRB2ZEbDAD9MAbm42PzzdQ
3230,what is that about?,paraphrase,hB9rJ6uGA3hBZxMrDAo6ib
3231,is my bill showing the amount of fees that i have paid for the entire year?,paraphrase,hB9rJ6uGA3hBZxMrDAo6ib
3232,my bill shows the fees i paid for the entire year what's wrong?,paraphrase,hB9rJ6uGA3hBZxMrDAo6ib
3233,entire year,keyword,hB9rJ6uGA3hBZxMrDAo6ib
3234,bill shows,keyword,hB9rJ6uGA3hBZxMrDAo6ib
3235,how do i calculate the apr?,paraphrase,RvvQuUPUWW8KJrK8rBWLsB
3236,interest rate,keyword,RvvQuUPUWW8KJrK8rBWLsB
3237,balance is subject,keyword,RvvQuUPUWW8KJrK8rBWLsB
3238,how do i pay off my deferred interest balance before my balance is paid off?,paraphrase,PjbmvdvfNTqoSo6wN9sM3V
3239,how do i pay my deferred interest balance before i pay my other balance?,paraphrase,PjbmvdvfNTqoSo6wN9sM3V
3240,how can i pay off a deferred interest balance before the balance of other balances?,paraphrase,PjbmvdvfNTqoSo6wN9sM3V
3241,deferred interest plan,keyword,PjbmvdvfNTqoSo6wN9sM3V
3242,interest plan,keyword,PjbmvdvfNTqoSo6wN9sM3V
3243,"There is a ""credit balance"" shown on my statement. What is a credit balance?",paraphrase,TEhSnaAL9ABgqLXVPoBEEz
3244,credit balance,keyword,TEhSnaAL9ABgqLXVPoBEEz
3245,balance,keyword,TEhSnaAL9ABgqLXVPoBEEz
3246,how do i close my mortgage?,paraphrase,maAzNv8JGGrD8kCZpSRKBr
3247,tell me the procedure for closing a mortgage?,paraphrase,maAzNv8JGGrD8kCZpSRKBr
3248,what steps should i take to close a mortgage?,paraphrase,maAzNv8JGGrD8kCZpSRKBr
3249,mortgage closing process,keyword,maAzNv8JGGrD8kCZpSRKBr
3250,mortgage,keyword,maAzNv8JGGrD8kCZpSRKBr
3251,how does apr affect credit card interest rates?,paraphrase,d5tA6mBGUre4kX2eBsEBPr
3252,what is an apr and what does it mean?,paraphrase,d5tA6mBGUre4kX2eBsEBPr
3253,card interest rate,keyword,d5tA6mBGUre4kX2eBsEBPr
3254,credit card interest,keyword,d5tA6mBGUre4kX2eBsEBPr
3255,tell me the difference between variable apr and fixed apr?,paraphrase,kSupC34vpEip3N2SdutbA2
3256,tell me the difference between fixed and variable aprs?,paraphrase,kSupC34vpEip3N2SdutbA2
3257,tell me the difference between fixed and variable apr?,paraphrase,kSupC34vpEip3N2SdutbA2
3258,fixed APR,keyword,kSupC34vpEip3N2SdutbA2
3259,variable APR,keyword,kSupC34vpEip3N2SdutbA2
3260,what is a daily periodic rate?,paraphrase,CsCBDAdRd3KqegBrAE5JQW
3261,tell me the daily periodic rate of a credit card?,paraphrase,CsCBDAdRd3KqegBrAE5JQW
3262,tell me the daily periodic rate on a credit card?,paraphrase,CsCBDAdRd3KqegBrAE5JQW
3263,daily periodic rate,keyword,CsCBDAdRd3KqegBrAE5JQW
3264,daily periodic,keyword,CsCBDAdRd3KqegBrAE5JQW
3265,tell me the grace period for credit cards?,paraphrase,ZTeEsRAHaAZrWqqAbkvxt2
3266,tell me the grace period of a credit card?,paraphrase,ZTeEsRAHaAZrWqqAbkvxt2
3267,what is a grace period for credit card?,paraphrase,ZTeEsRAHaAZrWqqAbkvxt2
3268,credit card,keyword,ZTeEsRAHaAZrWqqAbkvxt2
3269,grace period,keyword,ZTeEsRAHaAZrWqqAbkvxt2
3270,what is pace funding? what is it called?,paraphrase,A7MJ3FQ3hjbgtG5gDWug7r
3271,how is pace funding implemented?,paraphrase,A7MJ3FQ3hjbgtG5gDWug7r
3272,tell me the pace financing model?,paraphrase,A7MJ3FQ3hjbgtG5gDWug7r
3273,PACE financing,keyword,A7MJ3FQ3hjbgtG5gDWug7r
3274,PACE,keyword,A7MJ3FQ3hjbgtG5gDWug7r
3275,what are the symptoms of fraud?,paraphrase,Uiiy2T6n9ZJZx2ckuh7UC8
3276,can you list the possible signs of fraud?,paraphrase,Uiiy2T6n9ZJZx2ckuh7UC8
3277,list the warning signs of scams?,paraphrase,Uiiy2T6n9ZJZx2ckuh7UC8
3278,classic warning signs,keyword,Uiiy2T6n9ZJZx2ckuh7UC8
3279,fraud and scams,keyword,Uiiy2T6n9ZJZx2ckuh7UC8
3280,tell me the difference between a mortgage broker and a lender?,paraphrase,VkNkpr4HfxgpojP7PrdMn9
3281,tell me the best way to tell if i'm working with a mortgage broker or lender?,paraphrase,VkNkpr4HfxgpojP7PrdMn9
3282,how do i know when i'm dealing with a mortgage broker or mortgage lender?,paraphrase,VkNkpr4HfxgpojP7PrdMn9
3283,mortgage lender,keyword,VkNkpr4HfxgpojP7PrdMn9
3284,mortgage broker,keyword,VkNkpr4HfxgpojP7PrdMn9
3285,can my card be sold?,paraphrase,4PT9tRDvnZK8wDHNGtV3w2
3286,can a credit card company sell a person's information?,paraphrase,4PT9tRDvnZK8wDHNGtV3w2
3287,will a credit card company allow me to sell my account?,paraphrase,4PT9tRDvnZK8wDHNGtV3w2
3288,credit card company,keyword,4PT9tRDvnZK8wDHNGtV3w2
3289,card company sell,keyword,4PT9tRDvnZK8wDHNGtV3w2
3290,is it legal to pay with a balloon?,paraphrase,7iw7JKwQm8CBTNveKCE2v2
3291,what are balloon payments?,paraphrase,7iw7JKwQm8CBTNveKCE2v2
3292,how does a balloon payment works?,paraphrase,7iw7JKwQm8CBTNveKCE2v2
3293,balloon payment,keyword,7iw7JKwQm8CBTNveKCE2v2
3294,payment,keyword,7iw7JKwQm8CBTNveKCE2v2
3295,what is an heloc?,paraphrase,hj5rUBwbbrdNJoPLCKxG3H
3296,what is a heloc?,paraphrase,hj5rUBwbbrdNJoPLCKxG3H
3297,what is a heloc? what are the benefits of an heloc?,paraphrase,hj5rUBwbbrdNJoPLCKxG3H
3298,home equity line,keyword,hj5rUBwbbrdNJoPLCKxG3H
3299,line of credit,keyword,hj5rUBwbbrdNJoPLCKxG3H
3300,what does construction loan involve?,paraphrase,PRTjQpvwFBf2tZb9gbUic6
3301,how does a construction loan work?,paraphrase,PRTjQpvwFBf2tZb9gbUic6
3302,what are construction loans?,paraphrase,PRTjQpvwFBf2tZb9gbUic6
3303,construction loan,keyword,PRTjQpvwFBf2tZb9gbUic6
3304,loan,keyword,PRTjQpvwFBf2tZb9gbUic6
3305,tell me the process of a subprime mortgage?,paraphrase,ZnFD3BRmhMto6b6E5SkpFT
3306,what are subprime mortgages?,paraphrase,ZnFD3BRmhMto6b6E5SkpFT
3307,what is subprime mortgage?,paraphrase,ZnFD3BRmhMto6b6E5SkpFT
3308,subprime mortgage,keyword,ZnFD3BRmhMto6b6E5SkpFT
3309,mortgage,keyword,ZnFD3BRmhMto6b6E5SkpFT
3310,tell me the seller financing method?,paraphrase,gyaSrhrC3uREWgfzy2GSMs
3311,what is seller finance?,paraphrase,gyaSrhrC3uREWgfzy2GSMs
3312,what's seller financing?,paraphrase,gyaSrhrC3uREWgfzy2GSMs
3313,seller financing,keyword,gyaSrhrC3uREWgfzy2GSMs
3314,seller,keyword,gyaSrhrC3uREWgfzy2GSMs
3315,what is a fha loan?,paraphrase,guVuPEKrYPvSyTvLksRQr4
3316,what is an fha loan?,paraphrase,guVuPEKrYPvSyTvLksRQr4
3317,FHA loan,keyword,guVuPEKrYPvSyTvLksRQr4
3318,FHA,keyword,guVuPEKrYPvSyTvLksRQr4
3319,tell me the difference between a pre-screened credit card and a pre-approved one?,paraphrase,W9NT8WxpMNSgP84CGxVW4L
3320,list the advantages and disadvantages of a prescreened credit card offer?,paraphrase,W9NT8WxpMNSgP84CGxVW4L
3321,what does a pre-screened credit card offer look like?,paraphrase,W9NT8WxpMNSgP84CGxVW4L
3322,credit card offer,keyword,W9NT8WxpMNSgP84CGxVW4L
3323,prescreened credit card,keyword,W9NT8WxpMNSgP84CGxVW4L
3324,what does usda rural housing loans rhs cover?,paraphrase,SZLxAytYTnBXePFCWyrpDG
3325,what is a usda rural housing service loan?,paraphrase,SZLxAytYTnBXePFCWyrpDG
3326,USDA Rural Housing,keyword,SZLxAytYTnBXePFCWyrpDG
3327,Rural Housing Service,keyword,SZLxAytYTnBXePFCWyrpDG
3328,tell me the difference between conventional and conventional loans?,paraphrase,2MG4UQQYFJq7JazPTFBBkJ
3329,what is an ordinary loan?,paraphrase,2MG4UQQYFJq7JazPTFBBkJ
3330,tell me the meaning of conventional loan?,paraphrase,2MG4UQQYFJq7JazPTFBBkJ
3331,conventional loan,keyword,2MG4UQQYFJq7JazPTFBBkJ
3332,loan,keyword,2MG4UQQYFJq7JazPTFBBkJ
3333,is it possible to get a mortgage?,paraphrase,M5RdpbfX3M52pS9dG3BVn4
3334,how can i obtain a mortgage?,paraphrase,M5RdpbfX3M52pS9dG3BVn4
3335,how do i decide whether to take out a mortgage?,paraphrase,M5RdpbfX3M52pS9dG3BVn4
3336,afford to buy,keyword,M5RdpbfX3M52pS9dG3BVn4
3337,buy a home,keyword,M5RdpbfX3M52pS9dG3BVn4
3338,how do i get some money for a home mortgage?,paraphrase,ZQvUVHpTN5UnjjFSw6ve6A
3339,where can i get a loan for a down payment?,paraphrase,ZQvUVHpTN5UnjjFSw6ve6A
3340,where can i get a loan to pay down payment on my home mortgage?,paraphrase,ZQvUVHpTN5UnjjFSw6ve6A
3341,home mortgage,keyword,ZQvUVHpTN5UnjjFSw6ve6A
3342,mortgage,keyword,ZQvUVHpTN5UnjjFSw6ve6A
3343,what does it mean when my friend asks me to sign a mortgage loan with you as co-signer?,paraphrase,nfBu7dToDL7ERnLLY3ssyZ
3344,what does it mean if you ask for a co-signer on a mortgage loan?,paraphrase,nfBu7dToDL7ERnLLY3ssyZ
3345,how do i become a co-signer on a mortgage loan?,paraphrase,nfBu7dToDL7ERnLLY3ssyZ
3346,mortgage loan,keyword,nfBu7dToDL7ERnLLY3ssyZ
3347,friend asked,keyword,nfBu7dToDL7ERnLLY3ssyZ
3348,tell me the difference between prequalification letter and preapproval letter?,paraphrase,EeE77AtXR4xSSSQfjVMBUF
3349,tell me the difference between a prequalification letter and preapproval letter?,paraphrase,EeE77AtXR4xSSSQfjVMBUF
3350,tell me the difference between a prequalification letter and a preapproval letter?,paraphrase,EeE77AtXR4xSSSQfjVMBUF
3351,prequalification letter,keyword,EeE77AtXR4xSSSQfjVMBUF
3352,preapproval letter,keyword,EeE77AtXR4xSSSQfjVMBUF
3353,tell me the difference between interest only and non-interest loans?,paraphrase,36cZDSjxCUpwVHrNo5oMk3
3354,what are interest-only loans and how do they work?,paraphrase,36cZDSjxCUpwVHrNo5oMk3
3355,what is an interest-only loan?,paraphrase,36cZDSjxCUpwVHrNo5oMk3
3356,interest-only,keyword,36cZDSjxCUpwVHrNo5oMk3
3357,loan,keyword,36cZDSjxCUpwVHrNo5oMk3
3358,can i be refused credit from a creditor simply because i'm a servicemember? what are my rights under the equal credit opportunity act?,paraphrase,focdXCjPTXCXp5FF3CY82K
3359,what rights do i have under the equal credit opportunity act?,paraphrase,focdXCjPTXCXp5FF3CY82K
3360,is it right for a servicemember to request credit under the equal credit opportunity act?,paraphrase,focdXCjPTXCXp5FF3CY82K
3361,Credit Opportunity Act,keyword,focdXCjPTXCXp5FF3CY82K
3362,Equal Credit Opportunity,keyword,focdXCjPTXCXp5FF3CY82K
3363,can i limit the interest rates on credit card?,paraphrase,ATgDj2pH8uRp6MntHCr4aH
3364,what is a minimum interest rate for credit card?,paraphrase,ATgDj2pH8uRp6MntHCr4aH
3365,is there any bill to limit the interest rate on credit cards?,paraphrase,ATgDj2pH8uRp6MntHCr4aH
3366,card interest rates,keyword,ATgDj2pH8uRp6MntHCr4aH
3367,limits credit card,keyword,ATgDj2pH8uRp6MntHCr4aH
3368,how do i get my ebt card back?,paraphrase,S6qP9pdBirF4diYHvf9Sjx
3369,how do you get an unauthorized charge back if you lost your ebt card?,paraphrase,S6qP9pdBirF4diYHvf9Sjx
3370,what should i do if i lose my ebt card?,paraphrase,S6qP9pdBirF4diYHvf9Sjx
3371,EBT card,keyword,S6qP9pdBirF4diYHvf9Sjx
3372,card or PIN,keyword,S6qP9pdBirF4diYHvf9Sjx
3373,is there a cost for processing a garnishment if i have social security or va benefits?,paraphrase,5FBoXwtB9AK3fRLyMna92r
3374,can a bank or credit union charge for processing a garnishment if i receive social security benefits or va benefits?,paraphrase,5FBoXwtB9AK3fRLyMna92r
3375,can my bank charge a fee for processing a garnishment if i receive social security or va benefits?,paraphrase,5FBoXwtB9AK3fRLyMna92r
3376,receive Social Security,keyword,5FBoXwtB9AK3fRLyMna92r
3377,credit union charge,keyword,5FBoXwtB9AK3fRLyMna92r
3378,tell me the concept of a closing disclosure?,paraphrase,AZk8DBVoJLD3Qa7gNiBSEU
3379,what is a closing disclosure?,paraphrase,AZk8DBVoJLD3Qa7gNiBSEU
3380,Closing Disclosure,keyword,AZk8DBVoJLD3Qa7gNiBSEU
3381,Disclosure,keyword,AZk8DBVoJLD3Qa7gNiBSEU
3382,can i get a loan estimate until i provide a copy of my signed purchase contract?,paraphrase,EMVzdAmqPJrH3iJMaFVss3
3383,i cannot obtain a loan estimate and my loan officer said i cannot apply for a mortgage loan until i can provide a copy of a signed purchase contract is that correct?,paraphrase,EMVzdAmqPJrH3iJMaFVss3
3384,is the loan officer wrong to advise me that i can't apply for a mortgage loan and receive a loan estimate without providing a copy of the signed purchase contract?,paraphrase,EMVzdAmqPJrH3iJMaFVss3
3385,signed purchase contract,keyword,EMVzdAmqPJrH3iJMaFVss3
3386,Loan Estimate,keyword,EMVzdAmqPJrH3iJMaFVss3
3387,can my card issuer change my mastercard card to a visa card or from a gas card to a visa card?,paraphrase,DHgnUpWsEFs54UAKahWFYW
3388,how can i change the card in my wallet from a mastercard to a visa or from a gas card to a department store card?,paraphrase,DHgnUpWsEFs54UAKahWFYW
3389,can the card issuer change my mastercard to visa or from a gas card to a department store card?,paraphrase,DHgnUpWsEFs54UAKahWFYW
3390,department store card,keyword,DHgnUpWsEFs54UAKahWFYW
3391,card issuer change,keyword,DHgnUpWsEFs54UAKahWFYW
3392,who will pay the fees when you close your mortgage?,paraphrase,AGKspTwYdMZrpoPAPaPCPF
3393,what fees are paid at closing?,paraphrase,AGKspTwYdMZrpoPAPaPCPF
3394,how many fees do i pay to close a mortgage?,paraphrase,AGKspTwYdMZrpoPAPaPCPF
3395,fees or charges,keyword,AGKspTwYdMZrpoPAPaPCPF
3396,charges are paid,keyword,AGKspTwYdMZrpoPAPaPCPF
3397,can you list the minimum requirements that i must have in order to be able to get a quote from a lender?,paraphrase,HU4KTnfRb2gGqekLYkmuTJ
3398,how can i obtain a quote for my loan?,paraphrase,HU4KTnfRb2gGqekLYkmuTJ
3399,how can i obtain loan estimates from a lender?,paraphrase,HU4KTnfRb2gGqekLYkmuTJ
